
Conversion of EDT data from sounding archive file D:\SoundingArchive\LaPaz_20161101_115751.dc3db

Information about sounding:
==================================

Station:                  85201 LaPaz
Launch time:              2016-11-01 11:57:51 UTC
RS type:                  RS92-SGP
RS number:                Z3837556
Reason for termination:   Increasing pressure
Sounding SW version:      MW31 3.66
Use2010CalculationForTU   Yes

==================================


Information about map: EDT                 
==================================


   Record name:    Unit:           Data type:          Divisor: Offset:
   ---------------------------------------------------------------------
    time            sec             float (4)          1        0       
    Pscl            ln              short (2)          1        0       
    T               K               short (2)          10       0       
    RH              %               short (2)          1        0       
    v               m/s             short (2)          -100     0       
    u               m/s             short (2)          -100     0       
    Height          m               short (2)          1        30000   
    P               hPa             short (2)          10       0       
    TD              K               short (2)          10       0       
    MR              g/kg            short (2)          100      0       
    DD              dgr             short (2)          1        0       
    FF              m/s             short (2)          10       0       
    AZ              dgr             short (2)          1        0       
    Range           m               short (2)          0.01     0       
    Lon             dgr             short (2)          100      0       
    Lat             dgr             short (2)          100      0       
    SpuKey          bitfield        unsigned short (2) 1        0       
    UsrKey          bitfield        unsigned short (2) 1        0       
    RadarH          m               short (2)          1        30000   

*************************************************************************************************

     time	     Pscl	        T	       RH	        v	        u	   Height	        P	       TD	       MR	       DD	       FF	       AZ	    Range	      Lon	      Lat	   SpuKey	   UsrKey	   RadarH	
   312.00	    25707	   273.20	       43	    -0.44	     4.22	     5396	   531.70	   262.10	     3.10	      276	     4.20	      124	     1200	   -68.16	   -16.51	        0	        0	   -32768	
   314.00	    25703	   273.20	       43	    -0.38	     4.13	     5404	   531.20	   262.00	     3.07	      275	     4.10	      124	     1200	   -68.16	   -16.51	        0	        0	   -32768	
   316.00	    25699	   273.10	       43	    -0.32	     4.05	     5411	   530.70	   262.00	     3.07	      275	     4.10	      124	     1200	   -68.16	   -16.51	        0	        0	   -32768	
   318.00	    25696	   273.10	       43	    -0.27	     3.96	     5417	   530.30	   261.90	     3.05	      274	     4.00	      124	     1200	   -68.16	   -16.51	        0	        0	   -32768	
   320.00	    25692	   273.00	       43	    -0.23	     3.88	     5424	   529.80	   261.80	     3.04	      273	     3.90	      123	     1200	   -68.16	   -16.51	        0	        0	   -32768	
   322.00	    25689	   273.00	       43	    -0.19	     3.81	     5431	   529.30	   261.80	     3.03	      273	     3.80	      123	     1200	   -68.16	   -16.51	        0	        0	   -32768	
   324.00	    25685	   273.00	       42	    -0.16	     3.73	     5439	   528.80	   261.70	     3.02	      272	     3.70	      123	     1200	   -68.16	   -16.51	        0	        0	   -32768	
   326.00	    25681	   272.90	       43	    -0.14	     3.66	     5446	   528.40	   261.70	     3.03	      272	     3.70	      123	     1200	   -68.16	   -16.51	        0	        0	   -32768	
   328.00	    25677	   272.90	       43	    -0.12	     3.59	     5453	   527.90	   261.70	     3.03	      272	     3.60	      123	     1200	   -68.16	   -16.51	        0	        0	   -32768	
   330.00	    25674	   272.80	       43	    -0.11	     3.53	     5460	   527.50	   261.70	     3.02	      272	     3.50	      123	     1200	   -68.16	   -16.51	        0	        0	   -32768	
   332.00	    25671	   272.80	       43	    -0.11	     3.46	     5466	   527.00	   261.70	     3.03	      272	     3.50	      122	     1200	   -68.16	   -16.51	        0	        0	   -32768	
   334.00	    25667	   272.70	       43	    -0.11	     3.39	     5473	   526.60	   261.70	     3.03	      272	     3.40	      122	     1200	   -68.16	   -16.51	        0	        0	   -32768	
   336.00	    25663	   272.70	       43	    -0.12	     3.31	     5480	   526.10	   261.70	     3.03	      272	     3.30	      122	     1200	   -68.16	   -16.51	        0	        0	   -32768	
   338.00	    25659	   272.60	       44	    -0.14	     3.23	     5488	   525.60	   261.80	     3.06	      272	     3.20	      122	     1200	   -68.16	   -16.51	        0	        0	   -32768	
   340.00	    25655	   272.60	       44	    -0.16	     3.15	     5496	   525.10	   261.90	     3.09	      273	     3.20	      122	     1200	   -68.16	   -16.51	        0	        0	   -32768	
   342.00	    25652	   272.50	       45	    -0.19	     3.06	     5503	   524.60	   262.00	     3.11	      274	     3.10	      122	     1200	   -68.16	   -16.51	        0	        0	   -32768	
   344.00	    25648	   272.40	       45	    -0.22	     2.97	     5510	   524.10	   262.00	     3.11	      274	     3.00	      122	     1200	   -68.16	   -16.51	        0	        0	   -32768	
   346.00	    25644	   272.40	       45	    -0.26	     2.87	     5517	   523.70	   261.80	     3.07	      275	     2.90	      121	     1300	   -68.16	   -16.51	        0	        0	   -32768	
   348.00	    25641	   272.40	       44	    -0.30	     2.76	     5524	   523.20	   261.60	     3.01	      276	     2.80	      121	     1300	   -68.16	   -16.51	        0	        0	   -32768	
   350.00	    25638	   272.30	       43	    -0.35	     2.65	     5531	   522.80	   261.30	     2.94	      277	     2.70	      121	     1300	   -68.16	   -16.51	        0	        0	   -32768	
   352.00	    25634	   272.30	       42	    -0.40	     2.53	     5537	   522.40	   261.10	     2.91	      279	     2.60	      121	     1300	   -68.16	   -16.51	        0	        0	   -32768	
   354.00	    25631	   272.20	       42	    -0.44	     2.42	     5544	   521.90	   261.00	     2.89	      280	     2.50	      121	     1300	   -68.16	   -16.51	        0	        0	   -32768	
   356.00	    25627	   272.20	       42	    -0.48	     2.31	     5551	   521.50	   261.00	     2.88	      282	     2.40	      121	     1300	   -68.16	   -16.51	        0	        0	   -32768	
   358.00	    25623	   272.20	       42	    -0.52	     2.20	     5558	   521.00	   260.80	     2.84	      283	     2.30	      121	     1300	   -68.16	   -16.51	        0	        0	   -32768	
   360.00	    25619	   272.20	       41	    -0.56	     2.09	     5566	   520.50	   260.40	     2.76	      285	     2.20	      121	     1300	   -68.16	   -16.51	        0	        0	   -32768	
   362.00	    25615	   272.10	       40	    -0.59	     1.98	     5574	   520.00	   260.30	     2.73	      287	     2.10	      121	     1300	   -68.16	   -16.51	        0	        0	   -32768	
   364.00	    25612	   272.00	       40	    -0.61	     1.89	     5581	   519.50	   260.30	     2.73	      288	     2.00	      121	     1300	   -68.16	   -16.51	        0	        0	   -32768	
   366.00	    25608	   272.00	       40	    -0.63	     1.81	     5589	   519.00	   260.00	     2.68	      289	     1.90	      121	     1300	   -68.16	   -16.51	        0	        0	   -32768	
   368.00	    25603	   272.00	       39	    -0.63	     1.75	     5597	   518.50	   259.70	     2.60	      290	     1.90	      121	     1300	   -68.16	   -16.51	        0	        0	   -32768	
   370.00	    25600	   272.00	       38	    -0.62	     1.70	     5605	   518.00	   259.50	     2.56	      290	     1.80	      121	     1300	   -68.16	   -16.51	        0	        0	   -32768	
   372.00	    25596	   271.90	       38	    -0.59	     1.67	     5612	   517.50	   259.30	     2.53	      290	     1.80	      121	     1300	   -68.16	   -16.51	        0	        0	   -32768	
   374.00	    25592	   271.80	       38	    -0.56	     1.67	     5619	   517.00	   259.20	     2.51	      289	     1.80	      121	     1300	   -68.16	   -16.51	        0	        0	   -32768	
   376.00	    25588	   271.80	       38	    -0.53	     1.71	     5627	   516.60	   259.20	     2.50	      287	     1.80	      121	     1300	   -68.16	   -16.51	        0	        0	   -32768	
   378.00	    25585	   271.80	       38	    -0.48	     1.77	     5634	   516.10	   259.10	     2.50	      285	     1.80	      121	     1300	   -68.16	   -16.51	        0	        0	   -32768	
   380.00	    25581	   271.80	       37	    -0.42	     1.86	     5641	   515.60	   259.10	     2.49	      283	     1.90	      121	     1300	   -68.16	   -16.51	        0	        0	   -32768	
   382.00	    25577	   271.70	       37	    -0.37	     1.98	     5649	   515.10	   258.90	     2.46	      281	     2.00	      121	     1300	   -68.16	   -16.51	        0	        0	   -32768	
   384.00	    25573	   271.60	       37	    -0.31	     2.12	     5657	   514.50	   258.80	     2.45	      278	     2.10	      121	     1300	   -68.16	   -16.51	        0	        0	   -32768	
   386.00	    25568	   271.50	       37	    -0.26	     2.28	     5666	   514.00	   258.90	     2.45	      277	     2.30	      120	     1300	   -68.16	   -16.51	        0	        0	   -32768	
   388.00	    25564	   271.50	       37	    -0.22	     2.46	     5674	   513.50	   258.70	     2.43	      275	     2.50	      120	     1300	   -68.16	   -16.51	        0	        0	   -32768	
   390.00	    25559	   271.40	       37	    -0.18	     2.66	     5683	   512.90	   258.60	     2.41	      274	     2.70	      120	     1300	   -68.16	   -16.51	        0	        0	   -32768	
   392.00	    25554	   271.30	       37	    -0.14	     2.86	     5693	   512.30	   258.60	     2.41	      273	     2.90	      120	     1300	   -68.16	   -16.51	        0	        0	   -32768	
   394.00	    25549	   271.20	       37	    -0.11	     3.06	     5704	   511.60	   258.50	     2.39	      272	     3.10	      120	     1400	   -68.16	   -16.51	        0	        0	   -32768	
   396.00	    25543	   271.20	       36	    -0.08	     3.26	     5714	   510.90	   258.10	     2.32	      271	     3.30	      120	     1400	   -68.16	   -16.51	        0	        0	   -32768	
   398.00	    25539	   271.30	       34	    -0.06	     3.45	     5723	   510.30	   257.50	     2.21	      271	     3.40	      120	     1400	   -68.16	   -16.51	        0	        0	   -32768	
   400.00	    25534	   271.30	       32	    -0.04	     3.63	     5732	   509.80	   256.80	     2.08	      271	     3.60	      119	     1400	   -68.16	   -16.51	        0	        0	   -32768	
   402.00	    25529	   271.30	       31	    -0.02	     3.80	     5742	   509.10	   256.40	     2.02	      270	     3.80	      119	     1400	   -68.16	   -16.51	        0	        0	   -32768	
   404.00	    25524	   271.20	       32	     0.01	     3.95	     5753	   508.40	   256.50	     2.04	      270	     4.00	      119	     1400	   -68.16	   -16.51	        0	        0	   -32768	
   406.00	    25518	   271.00	       34	     0.04	     4.10	     5764	   507.70	   257.20	     2.16	      269	     4.10	      119	     1400	   -68.16	   -16.51	        0	        0	   -32768	
   408.00	    25512	   270.80	       36	     0.07	     4.23	     5776	   507.00	   257.70	     2.25	      269	     4.20	      119	     1400	   -68.16	   -16.51	        0	        0	   -32768	
   410.00	    25507	   270.80	       35	     0.11	     4.35	     5785	   506.30	   257.50	     2.22	      269	     4.40	      119	     1400	   -68.16	   -16.51	        0	        0	   -32768	
   412.00	    25503	   270.80	       34	     0.15	     4.47	     5793	   505.90	   257.00	     2.13	      268	     4.50	      119	     1400	   -68.16	   -16.51	        0	        0	   -32768	
   414.00	    25499	   270.80	       32	     0.18	     4.58	     5800	   505.40	   256.20	     2.00	      268	     4.60	      119	     1400	   -68.16	   -16.51	        0	        0	   -32768	
   416.00	    25496	   270.80	       30	     0.21	     4.67	     5807	   505.00	   255.40	     1.87	      267	     4.70	      118	     1400	   -68.16	   -16.51	        0	        0	   -32768	
   418.00	    25492	   270.80	       29	     0.24	     4.77	     5814	   504.50	   255.10	     1.83	      267	     4.80	      118	     1400	   -68.16	   -16.51	        0	        0	   -32768	
   420.00	    25488	   270.70	       29	     0.26	     4.86	     5821	   504.10	   255.00	     1.82	      267	     4.90	      118	     1500	   -68.16	   -16.51	        0	        0	   -32768	
   422.00	    25485	   270.70	       29	     0.28	     4.95	     5828	   503.60	   255.00	     1.81	      267	     5.00	      117	     1500	   -68.16	   -16.51	        0	        0	   -32768	
   424.00	    25481	   270.70	       29	     0.28	     5.02	     5835	   503.20	   254.90	     1.80	      267	     5.00	      117	     1500	   -68.16	   -16.51	        0	        0	   -32768	
   426.00	    25477	   270.60	       28	     0.28	     5.10	     5842	   502.70	   254.80	     1.78	      267	     5.10	      117	     1500	   -68.16	   -16.51	        6	        6	   -32768	
   428.00	    25473	   270.60	       28	     0.28	     5.16	     5850	   502.20	   254.40	     1.73	      267	     5.20	      117	     1500	   -68.16	   -16.51	    49152	    49152	   -32768	
   430.00	    25469	   270.50	       27	     0.27	     5.21	     5857	   501.80	   254.20	     1.69	      267	     5.20	      117	     1500	   -68.16	   -16.51	        0	        0	   -32768	
   432.00	    25466	   270.50	       27	     0.27	     5.27	     5864	   501.30	   254.10	     1.68	      267	     5.30	      116	     1500	   -68.16	   -16.51	        0	        0	   -32768	
   434.00	    25462	   270.40	       27	     0.27	     5.31	     5872	   500.90	   254.00	     1.68	      267	     5.30	      116	     1500	   -68.16	   -16.51	        0	        0	   -32768	
   436.00	    25458	   270.30	       27	     0.27	     5.35	     5879	   500.40	   254.00	     1.67	      267	     5.40	      116	     1500	   -68.16	   -16.51	        0	        0	   -32768	
   438.00	    25454	   270.20	       27	     0.28	     5.38	     5887	   499.90	   253.90	     1.66	      267	     5.40	      116	     1500	   -68.16	   -16.51	        0	        0	   -32768	
   440.00	    25450	   270.20	       27	     0.29	     5.41	     5895	   499.40	   253.90	     1.66	      267	     5.40	      116	     1500	   -68.16	   -16.51	        0	        0	   -32768	
   442.00	    25446	   270.10	       27	     0.31	     5.44	     5902	   498.90	   253.90	     1.66	      267	     5.50	      116	     1600	   -68.16	   -16.51	        0	        0	   -32768	
   444.00	    25442	   270.00	       27	     0.32	     5.48	     5910	   498.40	   253.80	     1.66	      267	     5.50	      115	     1600	   -68.16	   -16.51	        0	        0	   -32768	
   446.00	    25438	   269.90	       27	     0.34	     5.50	     5917	   498.00	   253.80	     1.65	      266	     5.50	      115	     1600	   -68.16	   -16.51	        0	        0	   -32768	
   448.00	    25435	   269.90	       27	     0.36	     5.52	     5925	   497.50	   253.60	     1.63	      266	     5.50	      115	     1600	   -68.16	   -16.51	        0	        0	   -32768	
   450.00	    25431	   269.80	       27	     0.38	     5.53	     5932	   497.00	   253.50	     1.62	      266	     5.50	      115	     1600	   -68.16	   -16.51	        0	        0	   -32768	
   452.00	    25427	   269.70	       27	     0.39	     5.53	     5939	   496.60	   253.40	     1.60	      266	     5.50	      115	     1600	   -68.16	   -16.51	        0	        0	   -32768	
   454.00	    25423	   269.70	       27	     0.39	     5.53	     5946	   496.10	   253.30	     1.59	      266	     5.50	      114	     1600	   -68.16	   -16.51	        0	        0	   -32768	
   456.00	    25420	   269.60	       27	     0.39	     5.53	     5954	   495.70	   253.20	     1.58	      266	     5.50	      114	     1600	   -68.16	   -16.51	        0	        0	   -32768	
   458.00	    25416	   269.50	       27	     0.39	     5.50	     5961	   495.20	   253.10	     1.57	      266	     5.50	      114	     1600	   -68.16	   -16.51	        0	        0	   -32768	
   460.00	    25412	   269.50	       27	     0.39	     5.47	     5968	   494.80	   253.00	     1.55	      266	     5.50	      114	     1600	   -68.16	   -16.51	        0	        0	   -32768	
   462.00	    25409	   269.40	       26	     0.38	     5.42	     5975	   494.40	   252.90	     1.54	      266	     5.40	      114	     1600	   -68.16	   -16.51	        0	        0	   -32768	
   464.00	    25405	   269.40	       26	     0.38	     5.37	     5982	   493.90	   252.80	     1.52	      266	     5.40	      113	     1700	   -68.16	   -16.51	        0	        0	   -32768	
   466.00	    25401	   269.30	       26	     0.38	     5.32	     5989	   493.50	   252.70	     1.52	      266	     5.30	      113	     1700	   -68.16	   -16.51	        0	        0	   -32768	
